ISPC,DEC,name,operator,city,device,country,country_ch
5-117-4,11180,…,HiTech Telecom Pty Ltd,,,Australia,澳大利亚
5-117-5,11181,TP1SYDNEY,Tel.Pacific Pty Ltd,Sydney,,Australia,澳大利亚
5-117-6,11182,SYD-DIG01,Digiplus Pty Ltd,,,Australia,澳大利亚
5-117-7,11183,SYD-DIG02,Digiplus Pty Ltd,,,Australia,澳大利亚
5-118-0,11184,ANCSYD01,Asia Netcom Australia Pty Ltd,,,Australia,澳大利亚
5-118-1,11185,GSX-Sydney,TaTa  Communications (Australia) Pty Ltd,Sydney,,Australia,澳大利亚
5-118-2,11186,Tel.Pacific-Sydney-01,Tel.Pacific Ltd,Sydney,,Australia,澳大利亚
5-118-3,11187,Tel.Pacific-Sydney-02,Tel.Pacific Ltd,Sydney,,Australia,澳大利亚
5-118-4,11188,TP2SYDNEY,Tel.Pacific Pty Ltd,Sydney,,Australia,澳大利亚
5-118-5,11189,TP1MELBOURNE,Tel.Pacific Pty Ltd,Melbourne,,Australia,澳大利亚
5-118-6,11190,TP2MELBOURNE,Tel.Pacific Pty Ltd,Melbourne,,Australia,澳大利亚
5-118-7,11191,TP1BRISBANE,Tel.Pacific Pty Ltd,Brisbane,,Australia,澳大利亚
5-119-0,11192,TP1CANBERRA,Tel.Pacific Pty Ltd,Canberra,,Australia,澳大利亚
5-119-1,11193,TP1PERTH,Tel.Pacific Pty Ltd,Perth,,Australia,澳大利亚
5-119-2,11194,TP1ADELAIDE,Tel.Pacific Pty Ltd,Adelaide,,Australia,澳大利亚
5-119-3,11195,TP1NEWCASTLE,Tel.Pacific Pty Ltd,Newcastle,,Australia,澳大利亚
5-119-4,11196,ATX-MELBOURNE Q767-1,Australian Telecoms Exchange Pty. Ltd,Melbourne,,Australia,澳大利亚
5-119-5,11197,ATX-SYDNEY Q767-1,Australian Telecoms Exchange Pty. Ltd,Sydney,,Australia,澳大利亚
5-119-6,11198,Sydney - Australia-IPSYSTEMS-SLT-1,IP Systems Pty Ltd,Sydney,,Australia,澳大利亚
5-119-7,11199,Sydney - Australia-IPSYSTEMS-SLT-2,IP Systems Pty Ltd,Sydney,,Australia,澳大利亚
5-120-0,11200,MelbVzbIMG-1,Tel.Pacific Pty Ltd,,,Australia,澳大利亚
5-120-1,11201,MelbVzbIMG-1,Tel.Pacific Pty Ltd,,,Australia,澳大利亚
5-120-2,11202,CHIME-SSP-SYD,Chime Communications,,SSP,Australia,澳大利亚
5-120-3,11203,CHIME-SSP-SYD,Chime Communications,,SSP,Australia,澳大利亚
5-120-4,11204,BNE2 - MEDIAGW01,IntraPower Terrestrial Pty Ltd,,,Australia,澳大利亚
5-120-5,11205,SYM-IMG-WS-02-MAS-AV,Symbio Networks P/L,,,Australia,澳大利亚
5-120-6,11206,CHIME-STP-SYD2,Chime Communications,,STP,Australia,澳大利亚
5-120-7,11207,GG-SYDNEY-1,Global Gossip Communications,Sydney,,Australia,澳大利亚
5-121-0,11208,Sydney SGX - Australia,Tata Communications P/L,Sydney,SG,Australia,澳大利亚
5-121-1,11209,Sydney GSX - Australia,Tata Communications P/L,Sydney,,Australia,澳大利亚
5-121-2,11210,LM-SYD-NGN1,Lycamobile P/L,,NGN,Australia,澳大利亚
5-121-3,11211,LM-SYD-NGN2,Lycamobile P/L,,NGN,Australia,澳大利亚
5-121-4,11212,LM-SYD-STP1,Lycamobile P/L,,STP,Australia,澳大利亚
5-121-5,11213,LM-SYD-STP2,Lycamobile P/L,,STP,Australia,澳大利亚
5-121-7,11215,SYM-IMG-WS-02-MAS-AU,Symbio Networks Pty Ltd,,,Australia,澳大利亚
5-122-0,11216,P2SC,Primus Telecommunications Pty Ltd,,,Australia,澳大利亚
5-122-1,11217,Inmarsat Sydney 1,Inmarsat Solutions B.V.,Sydney,,Australia,澳大利亚
5-122-2,11218,Pivotel Sydney 3,Pivotel Satellite Pty Limited,Sydney,,Australia,澳大利亚
5-122-3,11219,SYDM,Telstra Corporation Ltd,,,Australia,澳大利亚
5-122-4,11220,SYDOM,Telstra Corporation Ltd,,,Australia,澳大利亚
5-122-5,11221,SYDPM,Telstra Corporation Ltd,,,Australia,澳大利亚
2-025-0,4296,MSS_SA_A,T-Mobile Austria GmbH,,MSS,Austria,奥地利
2-025-5,4301,MSC01,Hutchison Drei Austria GmbH,,MSC,Austria,奥地利
2-025-6,4302,MSC02,Hutchison Drei Austria GmbH,,MSC,Austria,奥地利
2-026-0,4304,Wien,Colt Technology Services GmbH,,,Austria,奥地利
2-026-1,4305,Innsbruck,Brennercom Tirol GmbH,,,Austria,奥地利
2-026-4,4308,Wien,Verizon Austria GmbH,,,Austria,奥地利
2-026-5,4309,A1-ISPC-2-26-5,A1 Telekom Austria AG,,,Austria,奥地利
2-026-7,4311,A1-ISPC-2-26-7,A1 Telekom Austria AG,,,Austria,奥地利
2-064-0,4608,A1-ISPC-2-64-0,A1 Telekom Austria AG,,,Austria,奥地利
2-064-1,4609,A1-ISPC-2-64-1,A1 Telekom Austria AG,,,Austria,奥地利
2-064-2,4610,A1-ISPC-2-64-2,A1 Telekom Austria AG,,,Austria,奥地利
2-064-3,4611,A1-ISPC-2-64-3,A1 Telekom Austria AG,,,Austria,奥地利
2-064-4,4612,A1-ISPC-2-64-4,A1 Telekom Austria AG,,,Austria,奥地利
2-064-5,4613,Wien,WNT Telecommunication GmbH,,,Austria,奥地利
2-064-6,4614,Wien,MASS Response Service GmbH,,,Austria,奥地利
2-064-7,4615,A1-ISPC-2-64-7,A1 Telekom Austria AG,,,Austria,奥地利
2-065-0,4616,A1-ISPC-2-65-0,A1 Telekom Austria AG,,,Austria,奥地利
2-065-1,4617,A1-ISPC-2-65-1,A1 Telekom Austria AG,,,Austria,奥地利
2-065-2,4618,A1-ISPC-2-65-2,A1 Telekom Austria AG,,,Austria,奥地利
2-065-3,4619,A1-ISPC-2-65-3,A1 Telekom Austria AG,,,Austria,奥地利
2-065-4,4620,A1-ISPC-2-65-4,A1 Telekom Austria AG,,,Austria,奥地利
2-065-6,4622,A1-ISPC-2-65-6,A1 Telekom Austria AG,,,Austria,奥地利
2-065-7,4623,SP_4623_Vienna_Tele2,Tele2 Telecommunication GmbH,Vienna,,Austria,奥地利
2-066-2,4626,W07AI,Hutchison Drei Austria GmbH,,,Austria,奥地利
2-066-3,4627,W10MI,Hutchison Drei Austria GmbH,,,Austria,奥地利
2-066-4,4628,I05AI,Hutchison Drei Austria GmbH,,,Austria,奥地利
2-066-5,4629,SP_4629_Linz_Tele2,Tele2 Telecommunication GmbH,,,Austria,奥地利
2-066-6,4630,Wien,1012-Festnetz-Service GmbH,,,Austria,奥地利
2-067-0,4632,GLOB01,Orange Business Austria GmbH,,,Austria,奥地利
2-067-1,4633,GLOB02,Orange Business Austria GmbH,,,Austria,奥地利
2-067-2,4634,USP_Wien,?BB - Infrastruktur AG,,,Austria,奥地利
2-067-3,4635,SALZAUBB03M,?BB - Infrastruktur AG,,,Austria,奥地利
2-067-4,4636,USP_Salzburg,?BB - Infrastruktur AG,Salzburg,,Austria,奥地利
2-067-5,4637,MGW11,Hutchison Drei Austria GmbH,,MGW,Austria,奥地利
2-067-6,4638,MGW12,Hutchison Drei Austria GmbH,,MGW,Austria,奥地利
2-067-7,4639,UPC_WIEN,UPC Telekabel Wien GmbH,,,Austria,奥地利
2-133-1,5161,W05MI,Hutchison Drei Austria GmbH,,,Austria,奥地利
2-133-2,5162,STP_WS_A,T-Mobile Austria GmbH,,STP,Austria,奥地利
2-133-3,5163,STP_WR_A,T-Mobile Austria GmbH,,STP,Austria,奥地利
2-133-4,5164,MGW_WR_A,T-Mobile Austria GmbH,,MGW,Austria,奥地利
2-133-5,5165,MGW_WS_A,T-Mobile Austria GmbH,,MGW,Austria,奥地利
2-133-6,5166,MSS_WR_A,T-Mobile Austria GmbH,,MSS,Austria,奥地利
2-133-7,5167,WIENAUBB01M,?BB - Infrastruktur AG,,,Austria,奥地利
4-070-0,8752,,Azertelekom LLC,,,Azerbaijan,阿塞拜疆
4-070-1,8753,,Aztelekom PU,,,Azerbaijan,阿塞拜疆
4-070-2,8754,,Aztelekom PU,,,Azerbaijan,阿塞拜疆
4-070-3,8755,,Ministry of Communications and Information Technologies of Nakhchivan Autonomous Republic of the Republic of Azerbaijan,,,Azerbaijan,阿塞拜疆
4-070-4,8756,,Azertelekom LLC,,,Azerbaijan,阿塞拜疆
4-070-5,8757,,Azercell Telekom LLC,,,Azerbaijan,阿塞拜疆
4-070-6,8758,,Azercell Telekom LLC,,,Azerbaijan,阿塞拜疆
4-070-7,8759,,Azertelekom LLC,,,Azerbaijan,阿塞拜疆
4-071-0,8760,,Azerfon LLC,,,Azerbaijan,阿塞拜疆
4-071-1,8761,,Azerfon LLC,,,Azerbaijan,阿塞拜疆
4-071-2,8762,,Bakcell  LTD. LLC,,,Azerbaijan,阿塞拜疆
4-071-3,8763,,Bakcell  LTD. LLC,,,Azerbaijan,阿塞拜疆
4-071-4,8764,Class-4 IGW Network,IRAC (International Relations and Accounting Center of the Ministry of Communications and High Technologies),,IGW,Azerbaijan,阿塞拜疆
4-071-5,8765,,reserve,,,Azerbaijan,阿塞拜疆
4-071-6,8766,,reserve,,,Azerbaijan,阿塞拜疆
4-071-7,8767,,reserve,,,Azerbaijan,阿塞拜疆
3-128-0,7168,Central Four,Bahamas Telecommunications Company Ltd,,,Bahamas,巴哈马
3-128-1,7169,Eight Mile Rock,Bahamas Telecommunications Company Ltd,,,Bahamas,巴哈马
3-128-2,7170,Soldier Road,Bahamas Telecommunications Company Ltd,,,Bahamas,巴哈马
4-052-0,8608,Salmanya (SAL),Bahrain Telecommunications Company (Batelco),,,Bahrain,巴林
4-052-1,8609,Sanad (SND),Bahrain Telecommunications Company (Batelco),,,Bahrain,巴林
4-052-2,8610,…,2Connect WLL,,,Bahrain,巴林
4-052-3,8611,VoIP,Bahrain Telecommunications Company (Batelco),,,Bahrain,巴林
4-052-4,8612,,Nue-tel,,,Bahrain,巴林
4-052-5,8613,Diplomat,Bahrain Telecommunications Company (Batelco),,,Bahrain,巴林
4-052-6,8614,MSC2-Istiqlala,Zain Bahrain,,MSC,Bahrain,巴林
4-052-7,8615,MSC2-Tubli,Zain Bahrain,,MSC,Bahrain,巴林
4-053-0,8616,…,Light Speed Communications,,,Bahrain,巴林
4-053-1,8617,Softswitch,Zain Bahrain,,,Bahrain,巴林
4-053-2,8618,,VIVA,,,Bahrain,巴林
4-053-3,8619,…,Etisalcom Bahrain WLL,,,Bahrain,巴林
4-053-4,8620,,VIVA,,,Bahrain,巴林
4-053-5,8621,IGWs-MSCs,VIVA,,MSC,Bahrain,巴林
4-053-6,8622,IGWs-MSCs,VIVA,,MSC,Bahrain,巴林
4-053-7,8623,MSC1-Tubli-MSC Server1,Zain Bahrain,,MSC,Bahrain,巴林
4-088-0,8896,MSC1-Tubli-MGW,Zain Bahrain,,MSC,Bahrain,巴林
4-088-1,8897,MSC1-Tubli-STP1,Zain Bahrain,,STP,Bahrain,巴林
4-088-2,8898,MSC2-Sanad-MSCserver2,Zain Bahrain,,MSC,Bahrain,巴林
4-088-3,8899,MSC2-Sanad-MGW,Zain Bahrain,,MSC,Bahrain,巴林
4-088-4,8900,IMCS1,IMC Telecom,,,Bahrain,巴林
4-088-5,8901,IMCS2,IMC Telecom,,,Bahrain,巴林
4-088-6,8902,MGT-SEEF-BAH-TDM-INT,Moving Gulf,,IN,Bahrain,巴林
4-139-0,9304,"International Gateway,Mohakhali,Dhaka",DBL Telecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-1,9305,"International Gateway,Banani,Dhaka",1Asia Alliance Gateway Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-2,9306,"International Gateway,Gulshan,Dhaka",Mos5 Tel Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-3,9307,"International Gateway,Baridhara,Dhaka",Cel Telecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-4,9308,"International Gateway,Gulshan,Dhaka",BG Tel Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-5,9309,"International Gateway, Banani,Dhaka",Apple Global Tel Communications Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-6,9310,"International Gateway,Kawran Bazar,Dhaka",Global Voice Telecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-139-7,9311,"International Gateway,Gulshan,Dhaka",VenusTelecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-140-0,9312,"International Gateway, Mohakhali, Dhaka",Telex Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-140-1,9313,"GMSC at Hosna Chamber, Gulshan Dhaka",Sheba Telecom (Pvt.) Limited,Dhaka,GMSC,Bangladesh,孟加拉
4-140-2,9314,"ITX-1/3 Magbazar, Dhaka",Bangladesh Telegraph and Telephone Board,Dhaka,,Bangladesh,孟加拉
4-140-3,9315,"ITX-2 Mohakhali, Dhaka",Bangladesh Telegraph and Telephone Board,Dhaka,,Bangladesh,孟加拉
4-140-4,9316,ITX-4 Sylhet,Bangladesh Telegraph and Telephone Board,,,Bangladesh,孟加拉
4-140-5,9317,"ITX-5 Mohakhali, Dhaka",Bangladesh Telegraph and Telephone Board,Dhaka,,Bangladesh,孟加拉
4-140-6,9318,"GMSC Mohakhali, Dhaka",Grameen Phone Limited,Dhaka,GMSC,Bangladesh,孟加拉
4-140-7,9319,"GMSC Mohakhali, Dhaka",TM International (Bangladesh) Limited,Dhaka,GMSC,Bangladesh,孟加拉
4-141-0,9320,"International Gateway, Gulshan, Dhaka",Bangla Tel Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-141-1,9321,"ITX-6, Moghbazar, Dhaka",Bangladesh Telegraph and Telephone Board,Dhaka,,Bangladesh,孟加拉
4-141-2,9322,"ITX-7, Moghbazar, Dhaka",Bangladesh Telegraph and Telephone Board,Dhaka,,Bangladesh,孟加拉
4-141-3,9323,"GMSC, Motijheel, Dhaka",Warid Telecom International L.L.C,Dhaka,GMSC,Bangladesh,孟加拉
4-141-4,9324,"GMSC, Uttara, Dhaka",Warid Telecom International L.L.C,Dhaka,GMSC,Bangladesh,孟加拉
4-141-5,9325,"GMSC, Facilities Tower, Badda Dhaka",Grameen Phone Limited,Dhaka,GMSC,Bangladesh,孟加拉
4-141-6,9326,"GMSC, 3rd Floor, Pacific Center, 14 Mohakhali C/A, Dhaka",Pacific Bangladesh Telecom Limited (PBTL),Dhaka,GMSC,Bangladesh,孟加拉
4-141-7,9327,"GMSC, Ramna, Dhaka",Teletalk Bangladesh Ltd,Dhaka,GMSC,Bangladesh,孟加拉
4-142-0,9328,"International Gateway, Banani, Dhaka",Roots Communication Ltd.,Dhaka,international gateway,Bangladesh,孟加拉
4-142-1,9329,"International Gateway, Banani, Dhaka",Banglatrac Communication Ltd,Dhaka,international gateway,Bangladesh,孟加拉
4-142-2,9330,"International Gateway, Gulshan, Dhaka",Novotel Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-142-3,9331,"International Gateway, Eskaton, Dhaka",Mir Telecom,Dhaka,international gateway,Bangladesh,孟加拉
4-142-4,9332,"International Gateway, Banani, Dhaka",Banglatrac Communication Ltd,Dhaka,international gateway,Bangladesh,孟加拉
4-142-5,9333,"GMSC, Facilities Tower, Badda,Dhaka",Grameen Phone Limited,Dhaka,GMSC,Bangladesh,孟加拉
4-142-6,9334,"International Gateway, Eskaton, Dhaka",Mir Telecom,Dhaka,international gateway,Bangladesh,孟加拉
4-142-7,9335,"International Gateway, 26 Shaymoli, Bir Uttam A. W. Chowdhury Road, Dhaka",HRC Technologies Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-0,9336,"International Gateway, Mohakhali, Dhaka",Ratul Telecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-1,9337,"International Gateway, Eskaton, Dhaka",Ranks Telecom Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-2,9338,"International Gateway, Segun Bagicha, Dhaka",SM Communication Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-3,9339,"International Gateway, Panthopath, Dhaka",Vision Tel Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-4,9340,"International Gateway, Bir Uttam C.R. Datta Road, Dhaka",Digicon Telecommunication Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-5,9341,"International Gateway, Gulshan,Dhaka",Unique Infoway Limited,Dhaka,international gateway,Bangladesh,孟加拉
4-143-6,9342,"GMSC,Ramna,Dhaka",Teletalk Bangladesh Ltd,Dhaka,GMSC,Bangladesh,孟加拉
4-143-7,9343,"International Gateway,Mohakhali,Dhaka",First Communications Limited,Dhaka,international gateway,Bangladesh,孟加拉
3-084-0,6816,DMS-300 International Gateway Switch 1995,Cable and Wireless (Barbados) Ltd,,international gateway,Barbados,巴巴多斯
3-084-1,6817,Roaming Replicator GSM Platform 2004,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-084-2,6818,GSM MSC: GSM cellular switch 2003,Cable and Wireless (Barbados) Ltd,,MSC,Barbados,巴巴多斯
3-084-3,6819,GSM HLR: GSM subscriber database platform 2003,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-084-4,6820,BAR BB STP-C1 signalling platform 1998,Cable and Wireless (Barbados) Ltd,,STP,Barbados,巴巴多斯
3-084-5,6821,GSM VMS: GSM Voicemail Platform 2003,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-084-6,6822,BAR CS2K: International Packet Gateway Switch 2001,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-084-7,6823,"Verisign 1-800call-USA, Phone/Credit card calling platform 2003",Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-085-0,6824,Call completion and information transfer between global networks,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-085-1,6825,Call completion and information transfer between global networks,Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-085-2,6826,International Gateway for MSC,Digicel (Barbados),,MSC,Barbados,巴巴多斯
3-085-3,6827,Comverie pre-paid system (PPS),Cable and Wireless (Barbados) Ltd,,,Barbados,巴巴多斯
3-085-4,6828,Domestic termination on termination of inbound traffic,TeleBarbados Inc,,,Barbados,巴巴多斯
3-085-5,6829,Transit traffic through Barbados to other islands in the eastern Carib,Antilles Crossing Ltd,,,Barbados,巴巴多斯
3-085-6,6830,Transfer calls destined for Barbados via Cable & Wireless (Barbados),Blus Communications Ltd,,,Barbados,巴巴多斯
3-085-7,6831,Interconnect with Cable & Wireless (Barbados) Ltd,Ozone Wireless Inc.,,,Barbados,巴巴多斯
3-086-0,6832,GSM HLR,Sunbeach Inc.,,,Barbados,巴巴多斯
3-086-1,6833,GSM Prepaid SCP,Sunbeach Inc.,,SCP,Barbados,巴巴多斯
3-086-2,6834,GSM Voice Mail,Sunbeach Inc.,,,Barbados,巴巴多斯
3-086-3,6835,Interconnection with Cable & Wireless,Access One,,,Barbados,巴巴多斯
3-086-4,6836,Interconnection with Cable & Wireless,Access One,,,Barbados,巴巴多斯
3-086-5,6837,Interconnect with Cable & Wireless,Karib Cable Inc,,,Barbados,巴巴多斯
2-204-0,5728,"Minsk, EWSD",Beltelecom,,,Belarus,白俄罗斯
2-204-1,5729,"Borisov, AXE-10",Beltelecom,,,Belarus,白俄罗斯
2-204-2,5730,STP1,Beltelecom,,STP,Belarus,白俄罗斯
2-204-3,5731,STP2,Beltelecom,,STP,Belarus,白俄罗斯
2-204-5,5733,Minsk2,"Republican Unitary Enterprise ""National Traffic Exchange Center""",,,Belarus,白俄罗斯
2-204-6,5734,Minsk3,"Republican Unitary Enterprise ""National Traffic Exchange Center""",,,Belarus,白俄罗斯
2-012-1,4193,Bruxelles/F,Belgacom International Carrier Services,,,Belgium,比利时
2-012-2,4194,Bruxelles/G,Belgacom International Carrier Services,,,Belgium,比利时
2-012-3,4195,Liège/C,Belgacom International Carrier Services,,,Belgium,比利时
2-012-4,4196,Brussel,Verizon Business,,,Belgium,比利时
2-012-5,4197,,Mobistar Enterprise Services,,,Belgium,比利时
2-012-6,4198,Join Belgium 1,Join Experience Belgique,,,Belgium,比利时
2-012-7,4199,Antwerpen/E,Belgacom International Carrier Services,Antwerpen,,Belgium,比利时
2-013-0,4200,,Wind International Services,,,Belgium,比利时
2-013-1,4201,Bruxelles A/STP,Belgacom International Carrier Services,,STP,Belgium,比利时
2-013-2,4202,Antwerpen,Telenet,Antwerpen,,Belgium,比利时
2-013-3,4203,,Wind International Services,,,Belgium,比利时
2-013-4,4204,,Wind International Services,,,Belgium,比利时
2-013-5,4205,,Wind International Services,,,Belgium,比利时
2-013-6,4206,Nextgen Belgium 1,Nextgen Mobile Ltd.,,,Belgium,比利时
2-013-7,4207,Nextgen Belgium 2,Nextgen Mobile Ltd.,,,Belgium,比利时
2-014-0,4208,Bruxelles L/STP,Belgacom International Carrier Services,,STP,Belgium,比利时
2-014-1,4209,"Brussels, Evere",COLT Technology Services,Brussels,,Belgium,比利时
2-014-4,4212,T2 Antwerpen 1,Mobistar Enterprise Services,Antwerpen,,Belgium,比利时
2-014-7,4215,Bruxelles B/STP,Belgacom International Carrier Services,,STP,Belgium,比利时
2-015-0,4216,Bruxelles M/STP,Belgacom International Carrier Services,,STP,Belgium,比利时
2-015-1,4217,Zaventem,BT Ltd (Belgian Branch),,,Belgium,比利时
2-015-2,4218,AFRK/Gosselies,Gateway Communications,,,Belgium,比利时
2-015-3,4219,TELENET - STP Hoboken,Telenet,,STP,Belgium,比利时
2-015-4,4220,TELENET - STP Gent,Telenet,,STP,Belgium,比利时
2-015-5,4221,WorldCom Brussels - Site II,Verizon Business,Brussels,,Belgium,比利时
2-015-6,4222,BMSCA/Brussel-N,Base Company,,MSC,Belgium,比利时
2-015-7,4223,Globaltouch,Roamware,,,Belgium,比利时
2-097-0,4872,Mobistar STP T02 BRU,Mobistar,,STP,Belgium,比利时
2-097-1,4873,Mobistar STP T03 ANT,Mobistar,,STP,Belgium,比利时
2-097-3,4875,BMSC2/Brussels,Base Company,Brussels,MSC,Belgium,比利时
2-097-4,4876,ZMSC1,Base Company,,MSC,Belgium,比利时
2-097-5,4877,GMSC3,Base Company,,GMSC,Belgium,比利时
2-097-7,4879,TELENET - Asse,Telenet,,,Belgium,比利时
2-098-0,4880,Vodafone Belgium 1,Vodafone Belgium,,,Belgium,比利时
2-098-1,4881,,Gateway Communications,,,Belgium,比利时
2-098-2,4882,,Gateway Communications,,,Belgium,比利时
2-098-3,4883,BSTP1/Brussels STP,Base Company,Brussels,STP,Belgium,比利时
2-098-4,4884,ASTP1/Antwerp STP,Base Company,,STP,Belgium,比利时
2-098-5,4885,,Gateway Communications,,,Belgium,比利时
2-098-6,4886,STP/MECHELEN,Telenet N.V.,,STP,Belgium,比利时
2-098-7,4887,STP/Hoboken,Telenet N.V.,,STP,Belgium,比利时
2-099-0,4888,,Wind International Services,,,Belgium,比利时
2-099-1,4889,,Wind International Services,,,Belgium,比利时
2-099-2,4890,,N.M.B.S.,,,Belgium,比利时
2-099-3,4891,,N.M.B.S.,,,Belgium,比利时
2-099-4,4892,MSC-S/MGW Intl1,Mobistar,,MSC,Belgium,比利时
2-099-5,4893,MSC-S/MGW Intl2,Mobistar,,MSC,Belgium,比利时
7-004-0,14368,Orange Walk Huawei HSS,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),Orange Walk,,Belize,伯利兹
7-004-1,14369,Orange Walk Huawei DRA/STP,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),Orange Walk,STP,Belize,伯利兹
7-004-2,14370,Belmopan Huawei DRA/STP,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),,STP,Belize,伯利兹
7-004-3,14371,Belmopan Huawei HSS,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),,,Belize,伯利兹
7-004-4,14372,Nortel GSP,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),,,Belize,伯利兹
7-004-5,14373,Genband STP,Belize Telemedia Limited (formerly Belize Telecommunications Ltd.),,STP,Belize,伯利兹
7-004-6,14374,Pay and Prepaid Services,Speednet Communications Limited. (Speednet),,,Belize,伯利兹
7-004-7,14375,Mobile Services,Speednet Communications Limited. (Speednet),,,Belize,伯利兹
6-032-1,12545,,BTSA,,,Benin,贝宁
6-032-2,12546,,BTSA,,,Benin,贝宁
6-032-3,12547,,SPACETEL BENIN,,,Benin,贝宁
6-032-4,12548,,BELL BENIN,,,Benin,贝宁
6-032-5,12549,,GLO MOBILE BENIN,,,Benin,贝宁
6-032-6,12550,,ETISALAT BENIN,,,Benin,贝宁
6-032-7,12551,,SPACETEL BENIN,,,Benin,贝宁
3-100-1,6945,DV1,LinkBermuda (formerly C&W),,,Bermuda,百慕大
3-100-2,6946,DV2,LinkBermuda (formerly C&W),,,Bermuda,百慕大
3-100-3,6947,TB1,TeleBermuda Ltd. (TBi),,,Bermuda,百慕大
3-100-4,6948,Q1,LinkBermuda (formerly C&W),,,Bermuda,百慕大
3-100-5,6949,Q2,LinkBermuda (formerly C&W),,,Bermuda,百慕大
4-072-0,8768,…,Bhutan Telecom Ltd.,,,Bhutan,不丹
7-072-0,14912,LPZ 0,ENTEL S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-1,14913,SCZ 0,ENTEL S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-2,14914,COTAS LPZ,COTAS LTDA,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-3,14915,LPZ 1,ENTEL S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-4,14916,14916,AES Communications Bolivia S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-5,14917,STC 1,ENTEL S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-6,14918,COTAS SCZ,COTAS LTDA,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-072-7,14919,14919,AES Communications Bolivia S.A.,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-073-0,14920,"BOLLP 1, La Paz",BOLIVIATEL SA,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-073-1,14921,"BOLCBA 1, Cochabamba",BOLIVIATEL SA,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
7-073-2,14922,"BOLSC 1, Santa Cruz",BOLIVIATEL SA,,,Bolivia (Plurinational State of),玻利维亚（多民族国）
